"","X","contrast","geneScore","fdr_correction_mode","collection","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","size_leadingEdge","fraction_leadingEdge","inPathway","species"
"1",1,"hYP7_CAR_T.CD19","_tstat","within each collection","H: hallmark gene sets","HALLMARK_MTORC1_SIGNALING",0.000243013365735115,0.00085325688151675,-0.382274077732946,-1.76032397375599,0,193,"SCD,SORD,DHCR24,IDH1,HMGCS1,FADS1,LDLR,ACSL3,FADS2,TMEM97,TM7SF2,RDH11,HMGCR,PSPH,SERPINH1,CYP51A1,PSAT1,TRIB3,AK4,DHCR7,IFI30,PSMB5,HSPD1,SLC37A4,CCT6A,PLOD2,NUPR1,GOT1,ELOVL6,SKAP2,ACACA,ME1,SQLE,LGMN,XBP1,HSPE1,IDI1,ACLY,PHGDH,RAB1A,GSR,TUBG1,SQSTM1,HK2,EBP,STARD4,ASNS,QDPR,HSP90B1,EPRS,INSIG1,SLC7A11,CALR,GBE1,PNO1,HMBS,P4HA1,PSMD12,PRDX1,DDIT3,PIK3R3,PSMC6,ALDOA,YKT6,RPN1,FKBP2,EEF1E1,PPP1R15A,STIP1,PGM1,HSPA4,PITPNB,GMPS,PSMC4,NMT1,SLC1A5,LTA4H,PSME3,EIF2S2,GPI,PPIA,IFRD1,HSPA5,GCLC,AURKA",85,0.440414507772021,"ABCF2,ACACA,ACLY,ACSL3,ACTR2,ACTR3,ADD3,ADIPOR2,AK4,ALDOA,ARPC5L,ASNS,ATP2A2,ATP6V1D,AURKA,BCAT1,BHLHE40,BTG2,BUB1,CACYBP,CALR,CANX,CCNF,CCNG1,CCT6A,CD9,CDC25A,CDKN1A,CFP,COPS5,CORO1A,CTH,CTSC,CXCR4,CYB5B,CYP51A1,DAPP1,DDIT3,DDIT4,DDX39A,DHCR24,DHCR7,DHFR,EBP,EDEM1,EEF1E1,EGLN3,EIF2S2,ELOVL5,ELOVL6,ENO1,EPRS,ETF1,FADS1,FADS2,FAM129A,FDXR,FGL2,FKBP2,G6PD,GAPDH,GBE1,GCLC,GGA2,GLA,GLRX,GMPS,GOT1,GPI,GSK3B,GSR,GTF2H1,HK2,HMBS,HMGCR,HMGCS1,HPRT1,HSP90B1,HSPA4,HSPA5,HSPA9,HSPD1,HSPE1,IDH1,IDI1,IFI30,IFRD1,IMMT,INSIG1,ITGB2,LDHA,LDLR,LGMN,LTA4H,M6PR,MAP2K3,MCM2,MCM4,ME1,MLLT11,MTHFD2,MTHFD2L,NAMPT,NFIL3,NFKBIB,NFYC,NMT1,NUFIP1,NUP205,NUPR1,P4HA1,PDAP1,PDK1,PFKL,PGK1,PGM1,PHGDH,PIK3R3,PITPNB,PLK1,PLOD2,PNO1,PNP,PPA1,PPIA,PPP1R15A,PRDX1,PSAT1,PSMA3,PSMA4,PSMB5,PSMC2,PSMC4,PSMC6,PSMD12,PSMD13,PSMD14,PSME3,PSMG1,PSPH,QDPR,RAB1A,RDH11,RIT1,RPA1,RPN1,RRM2,RRP9,SCD,SDF2L1,SEC11A,SERP1,SERPINH1,SHMT2,SKAP2,SLA,SLC1A4,SLC1A5,SLC2A1,SLC2A3,SLC37A4,SLC6A6,SLC7A11,SLC7A5,SLC9A3R1,SORD,SQLE,SQSTM1,SRD5A1,SSR1,STARD4,STIP1,SYTL2,TBK1,TCEA1,TES,TFRC,TM7SF2,TMEM97,TPI1,TRIB3,TUBA4A,TUBG1,TXNRD1,UBE2D3,UCHL5,UFM1,UNG,USO1,VLDLR,WARS,XBP1,YKT6","Human"
"2",3,"hYP7_CAR_T.CD19","_tstat","within each collection","H: hallmark gene sets","HALLMARK_GLYCOLYSIS",0.000246913580246914,0.00085325688151675,-0.450031659087308,-2.04440768775001,0,174,"IDH1,TGFBI,CACNA1H,ELF3,VEGFA,CYB5A,SLC25A13,AGRN,ALDOB,PC,SOX9,SDC2,HDLBP,AK4,TPST1,IL13RA1,IER3,CAPN5,SLC37A4,ANG,PLOD2,NT5E,GPC3,ALDH7A1,SDC1,GALE,GAL3ST1,SDC3,AK3,PKP2,GOT1,PLOD1,PYGL,PGAM2,SRD5A3,ABCB6,GALK1,IGFBP3,MET,ME1,NSDHL,B4GALT2,SLC25A10,PPP2CB,DSC2,TPBG,EXT1,HS6ST2,PHKA2,MERTK,FAM162A,GPC1,FKBP4,TFF3,GOT2,HK2,CHPF,MIF,COG2,B4GALT4,GNPDA1,HS2ST1,RRAGD,KDELR3,SDHC,B3GNT3,IRS2,ANGPTL4,P4HA1,LHPP,GUSB,ALDOA,MED24,BPNT1,RARS,MDH1,NANP,QSOX1,CITED2,PSMC4,B4GALT7,MDH2,COPB2,NDUFV3,GNE,GMPPA,B3GALT6,HAX1,PPIA,STC2,HSPA5,GCLC,AURKA,TXN,CLDN9,EFNA3,P4HA2,SOD1,HOMER1",99,0.568965517241379,"ABCB6,ADORA2B,AGL,AGRN,AK3,AK4,AKR1A1,ALDH7A1,ALDH9A1,ALDOA,ALDOB,ALG1,ANG,ANGPTL4,ANKZF1,ARPP19,AURKA,B3GALT6,B3GAT3,B3GNT3,B4GALT1,B4GALT2,B4GALT4,B4GALT7,BIK,BPNT1,CACNA1H,CAPN5,CASP6,CD44,CDK1,CENPA,CHPF,CHPF2,CHST12,CHST2,CITED2,CLDN9,CLN6,COG2,COPB2,CTH,CXCR4,CYB5A,DDIT4,DEPDC1,DLD,DSC2,ECD,EFNA3,EGFR,EGLN3,ELF3,ENO1,ENO2,EXT1,EXT2,FAM162A,FKBP4,FUT8,G6PD,GAL3ST1,GALE,GALK1,GALK2,GCLC,GFPT1,GLCE,GLRX,GMPPA,GMPPB,GNE,GNPDA1,GOT1,GOT2,GPC1,GPC3,GUSB,GYS1,HAX1,HDLBP,HK2,HMMR,HOMER1,HS2ST1,HS6ST2,HSPA5,IDH1,IDUA,IER3,IGFBP3,IL13RA1,IRS2,ISG20,KDELR3,KIF20A,KIF2A,LDHA,LHPP,MDH1,MDH2,ME1,ME2,MED24,MERTK,MET,MIF,MPI,MXI1,NANP,NASP,NDUFV3,NSDHL,NT5E,P4HA1,P4HA2,PAM,PAXIP1,PC,PDK3,PFKFB1,PFKP,PGAM1,PGAM2,PGK1,PGM2,PHKA2,PKP2,PLOD1,PLOD2,PMM2,POLR3K,PPFIA4,PPIA,PPP2CB,PRPS1,PSMC4,PYGB,PYGL,QSOX1,RARS,RBCK1,RPE,RRAGD,SAP30,SDC1,SDC2,SDC3,SDHC,SLC16A3,SLC25A10,SLC25A13,SLC35A3,SLC37A4,SOD1,SOX9,SPAG4,SRD5A3,STC2,STMN1,TALDO1,TFF3,TGFBI,TKTL1,TPBG,TPI1,TPST1,TSTA3,TXN,UGP2,VEGFA,VLDLR,XYLT2,ZNF292","Human"
"3",17,"Y_Y.CD19","_tstat","within each collection","H: hallmark gene sets","HALLMARK_MTORC1_SIGNALING",0.000273149412728763,0.000830413047449802,-0.416899027558806,-2.01168186347331,0,193,"SCD,SORD,DHCR24,HMGCS1,IDH1,FADS1,FADS2,TMEM97,ACSL3,LDLR,TM7SF2,RDH11,PSAT1,HMGCR,SERPINH1,PSPH,CCT6A,AK4,TRIB3,SLC37A4,PSMB5,HSPD1,IFI30,DHCR7,ELOVL6,CYP51A1,GOT1,PLOD2,NUPR1,ACLY,SKAP2,ACACA,GSR,TUBG1,SQLE,PHGDH,ME1,LGMN,EPRS,XBP1,HSPE1,EBP,RAB1A,IDI1,AURKA,ALDOA,GMPS,GBE1,HSP90B1,STARD4,PPIA,HMBS,HK2,QDPR,PRDX1,EEF1E1,NMT1,EIF2S2,GPI,CALR,STIP1,UNG,PSMD12,PGM1,PSMC6,RPN1,ASNS,SLC7A11,PNO1,PSMG1,HSPA4,P4HA1,RPA1,SLC9A3R1,UCHL5,YKT6,ENO1,PSME3,LTA4H,PIK3R3,RRP9,PSMC4,FKBP2,PITPNB,PSMD14,PLK1,INSIG1",87,0.450777202072539,"ABCF2,ACACA,ACLY,ACSL3,ACTR2,ACTR3,ADD3,ADIPOR2,AK4,ALDOA,ARPC5L,ASNS,ATP2A2,ATP6V1D,AURKA,BCAT1,BHLHE40,BTG2,BUB1,CACYBP,CALR,CANX,CCNF,CCNG1,CCT6A,CD9,CDC25A,CDKN1A,CFP,COPS5,CORO1A,CTH,CTSC,CXCR4,CYB5B,CYP51A1,DAPP1,DDIT3,DDIT4,DDX39A,DHCR24,DHCR7,DHFR,EBP,EDEM1,EEF1E1,EGLN3,EIF2S2,ELOVL5,ELOVL6,ENO1,EPRS,ETF1,FADS1,FADS2,FAM129A,FDXR,FGL2,FKBP2,G6PD,GAPDH,GBE1,GCLC,GGA2,GLA,GLRX,GMPS,GOT1,GPI,GSK3B,GSR,GTF2H1,HK2,HMBS,HMGCR,HMGCS1,HPRT1,HSP90B1,HSPA4,HSPA5,HSPA9,HSPD1,HSPE1,IDH1,IDI1,IFI30,IFRD1,IMMT,INSIG1,ITGB2,LDHA,LDLR,LGMN,LTA4H,M6PR,MAP2K3,MCM2,MCM4,ME1,MLLT11,MTHFD2,MTHFD2L,NAMPT,NFIL3,NFKBIB,NFYC,NMT1,NUFIP1,NUP205,NUPR1,P4HA1,PDAP1,PDK1,PFKL,PGK1,PGM1,PHGDH,PIK3R3,PITPNB,PLK1,PLOD2,PNO1,PNP,PPA1,PPIA,PPP1R15A,PRDX1,PSAT1,PSMA3,PSMA4,PSMB5,PSMC2,PSMC4,PSMC6,PSMD12,PSMD13,PSMD14,PSME3,PSMG1,PSPH,QDPR,RAB1A,RDH11,RIT1,RPA1,RPN1,RRM2,RRP9,SCD,SDF2L1,SEC11A,SERP1,SERPINH1,SHMT2,SKAP2,SLA,SLC1A4,SLC1A5,SLC2A1,SLC2A3,SLC37A4,SLC6A6,SLC7A11,SLC7A5,SLC9A3R1,SORD,SQLE,SQSTM1,SRD5A1,SSR1,STARD4,STIP1,SYTL2,TBK1,TCEA1,TES,TFRC,TM7SF2,TMEM97,TPI1,TRIB3,TUBA4A,TUBG1,TXNRD1,UBE2D3,UCHL5,UFM1,UNG,USO1,VLDLR,WARS,XBP1,YKT6","Human"
"4",20,"Y_Y.CD19","_tstat","within each collection","H: hallmark gene sets","HALLMARK_GLYCOLYSIS",0.000277777777777778,0.000830413047449802,-0.45836849491163,-2.17882021649014,0,174,"IDH1,TGFBI,CACNA1H,ELF3,CYB5A,VEGFA,SLC25A13,ALDOB,AGRN,SOX9,PC,AK4,SLC37A4,SDC2,IL13RA1,CAPN5,ANG,AK3,HDLBP,IER3,TPST1,GALE,GOT1,PLOD1,PLOD2,ALDH7A1,GALK1,GAL3ST1,SDC1,NT5E,GPC3,SRD5A3,SDC3,PYGL,PKP2,SLC25A10,PGAM2,GOT2,IGFBP3,NSDHL,B4GALT2,MET,MERTK,EXT1,FAM162A,DSC2,ME1,HS6ST2,ABCB6,PPP2CB,MIF,PHKA2,TPBG,GNPDA1,TFF3,SDHC,AURKA,ALDOA,MDH1,COG2,MED24,PPIA,HK2,GPC1,B4GALT4,GUSB,HS2ST1,CHPF,BPNT1,FKBP4,MDH2,UGP2,KDELR3,COPB2,NANP,RARS,LHPP,P4HA1,B3GNT3,RPE,HAX1,CASP6,ENO1",83,0.477011494252874,"ABCB6,ADORA2B,AGL,AGRN,AK3,AK4,AKR1A1,ALDH7A1,ALDH9A1,ALDOA,ALDOB,ALG1,ANG,ANGPTL4,ANKZF1,ARPP19,AURKA,B3GALT6,B3GAT3,B3GNT3,B4GALT1,B4GALT2,B4GALT4,B4GALT7,BIK,BPNT1,CACNA1H,CAPN5,CASP6,CD44,CDK1,CENPA,CHPF,CHPF2,CHST12,CHST2,CITED2,CLDN9,CLN6,COG2,COPB2,CTH,CXCR4,CYB5A,DDIT4,DEPDC1,DLD,DSC2,ECD,EFNA3,EGFR,EGLN3,ELF3,ENO1,ENO2,EXT1,EXT2,FAM162A,FKBP4,FUT8,G6PD,GAL3ST1,GALE,GALK1,GALK2,GCLC,GFPT1,GLCE,GLRX,GMPPA,GMPPB,GNE,GNPDA1,GOT1,GOT2,GPC1,GPC3,GUSB,GYS1,HAX1,HDLBP,HK2,HMMR,HOMER1,HS2ST1,HS6ST2,HSPA5,IDH1,IDUA,IER3,IGFBP3,IL13RA1,IRS2,ISG20,KDELR3,KIF20A,KIF2A,LDHA,LHPP,MDH1,MDH2,ME1,ME2,MED24,MERTK,MET,MIF,MPI,MXI1,NANP,NASP,NDUFV3,NSDHL,NT5E,P4HA1,P4HA2,PAM,PAXIP1,PC,PDK3,PFKFB1,PFKP,PGAM1,PGAM2,PGK1,PGM2,PHKA2,PKP2,PLOD1,PLOD2,PMM2,POLR3K,PPFIA4,PPIA,PPP2CB,PRPS1,PSMC4,PYGB,PYGL,QSOX1,RARS,RBCK1,RPE,RRAGD,SAP30,SDC1,SDC2,SDC3,SDHC,SLC16A3,SLC25A10,SLC25A13,SLC35A3,SLC37A4,SOD1,SOX9,SPAG4,SRD5A3,STC2,STMN1,TALDO1,TFF3,TGFBI,TKTL1,TPBG,TPI1,TPST1,TSTA3,TXN,UGP2,VEGFA,VLDLR,XYLT2,ZNF292","Human"
"5",36,"Y_H.CD19","_tstat","within each collection","H: hallmark gene sets","HALLMARK_MTORC1_SIGNALING",0.000312793243665937,0.00102910303379574,-0.394243597070976,-1.92874770725798,0,193,"SCD,SORD,DHCR24,HMGCS1,IDH1,LDLR,FADS1,ACSL3,FADS2,TMEM97,RDH11,TM7SF2,HMGCR,SERPINH1,PSAT1,PSPH,CYP51A1,TRIB3,DHCR7,AK4,CCT6A,SLC37A4,PSMB5,HSPD1,IFI30,GOT1,PLOD2,NUPR1,SKAP2,ELOVL6,XBP1,ACACA,ACLY,SQLE,HSPE1,LGMN,IDI1,ME1,EPRS,PHGDH,RAB1A,TUBG1,GSR,STARD4,ASNS,HSP90B1,CALR,HK2,EBP,INSIG1,SQSTM1,PNO1,QDPR,PIK3R3,GBE1,PSMC6,RPN1,PSMD12,HMBS,SLC7A11,HSPA4,ALDOA,P4HA1,PPP1R15A,YKT6,STIP1,PSME3,NMT1,PRDX1,GMPS,EEF1E1,PGM1,HSPA5,EIF2S2,DDIT3,FKBP2",76,0.393782383419689,"ABCF2,ACACA,ACLY,ACSL3,ACTR2,ACTR3,ADD3,ADIPOR2,AK4,ALDOA,ARPC5L,ASNS,ATP2A2,ATP6V1D,AURKA,BCAT1,BHLHE40,BTG2,BUB1,CACYBP,CALR,CANX,CCNF,CCNG1,CCT6A,CD9,CDC25A,CDKN1A,CFP,COPS5,CORO1A,CTH,CTSC,CXCR4,CYB5B,CYP51A1,DAPP1,DDIT3,DDIT4,DDX39A,DHCR24,DHCR7,DHFR,EBP,EDEM1,EEF1E1,EGLN3,EIF2S2,ELOVL5,ELOVL6,ENO1,EPRS,ETF1,FADS1,FADS2,FAM129A,FDXR,FGL2,FKBP2,G6PD,GAPDH,GBE1,GCLC,GGA2,GLA,GLRX,GMPS,GOT1,GPI,GSK3B,GSR,GTF2H1,HK2,HMBS,HMGCR,HMGCS1,HPRT1,HSP90B1,HSPA4,HSPA5,HSPA9,HSPD1,HSPE1,IDH1,IDI1,IFI30,IFRD1,IMMT,INSIG1,ITGB2,LDHA,LDLR,LGMN,LTA4H,M6PR,MAP2K3,MCM2,MCM4,ME1,MLLT11,MTHFD2,MTHFD2L,NAMPT,NFIL3,NFKBIB,NFYC,NMT1,NUFIP1,NUP205,NUPR1,P4HA1,PDAP1,PDK1,PFKL,PGK1,PGM1,PHGDH,PIK3R3,PITPNB,PLK1,PLOD2,PNO1,PNP,PPA1,PPIA,PPP1R15A,PRDX1,PSAT1,PSMA3,PSMA4,PSMB5,PSMC2,PSMC4,PSMC6,PSMD12,PSMD13,PSMD14,PSME3,PSMG1,PSPH,QDPR,RAB1A,RDH11,RIT1,RPA1,RPN1,RRM2,RRP9,SCD,SDF2L1,SEC11A,SERP1,SERPINH1,SHMT2,SKAP2,SLA,SLC1A4,SLC1A5,SLC2A1,SLC2A3,SLC37A4,SLC6A6,SLC7A11,SLC7A5,SLC9A3R1,SORD,SQLE,SQSTM1,SRD5A1,SSR1,STARD4,STIP1,SYTL2,TBK1,TCEA1,TES,TFRC,TM7SF2,TMEM97,TPI1,TRIB3,TUBA4A,TUBG1,TXNRD1,UBE2D3,UCHL5,UFM1,UNG,USO1,VLDLR,WARS,XBP1,YKT6","Human"
"6",40,"Y_H.CD19","_tstat","within each collection","H: hallmark gene sets","HALLMARK_GLYCOLYSIS",0.000315357931251971,0.00102910303379574,-0.435428813982522,-2.09909002524649,0,174,"IDH1,TGFBI,CACNA1H,VEGFA,CYB5A,ELF3,SLC25A13,AGRN,ALDOB,SOX9,PC,SDC2,HDLBP,IL13RA1,AK4,IER3,TPST1,CAPN5,SLC37A4,NT5E,ANG,GOT1,AK3,GALE,PLOD1,PLOD2,ALDH7A1,SDC1,SRD5A3,PKP2,SDC3,PYGL,GAL3ST1,PPP2CB,GALK1,PGAM2,GPC3,IGFBP3,NSDHL,ABCB6,MET,SLC25A10,DSC2,B4GALT2,FKBP4,EXT1,PHKA2,MERTK,ME1,GPC1,GOT2,HS6ST2,FAM162A,CHPF,TPBG,TFF3,GNPDA1,HK2,COG2,MIF,HS2ST1,IRS2,B4GALT4,KDELR3,SDHC,BPNT1,LHPP,ALDOA,RRAGD,P4HA1,GUSB,UGP2,COPB2,MDH1,RARS,B3GNT3,HSPA5,MED24,ADORA2B,NANP,NDUFV3,CITED2,ANGPTL4,MDH2,PSMC4,HAX1",86,0.494252873563218,"ABCB6,ADORA2B,AGL,AGRN,AK3,AK4,AKR1A1,ALDH7A1,ALDH9A1,ALDOA,ALDOB,ALG1,ANG,ANGPTL4,ANKZF1,ARPP19,AURKA,B3GALT6,B3GAT3,B3GNT3,B4GALT1,B4GALT2,B4GALT4,B4GALT7,BIK,BPNT1,CACNA1H,CAPN5,CASP6,CD44,CDK1,CENPA,CHPF,CHPF2,CHST12,CHST2,CITED2,CLDN9,CLN6,COG2,COPB2,CTH,CXCR4,CYB5A,DDIT4,DEPDC1,DLD,DSC2,ECD,EFNA3,EGFR,EGLN3,ELF3,ENO1,ENO2,EXT1,EXT2,FAM162A,FKBP4,FUT8,G6PD,GAL3ST1,GALE,GALK1,GALK2,GCLC,GFPT1,GLCE,GLRX,GMPPA,GMPPB,GNE,GNPDA1,GOT1,GOT2,GPC1,GPC3,GUSB,GYS1,HAX1,HDLBP,HK2,HMMR,HOMER1,HS2ST1,HS6ST2,HSPA5,IDH1,IDUA,IER3,IGFBP3,IL13RA1,IRS2,ISG20,KDELR3,KIF20A,KIF2A,LDHA,LHPP,MDH1,MDH2,ME1,ME2,MED24,MERTK,MET,MIF,MPI,MXI1,NANP,NASP,NDUFV3,NSDHL,NT5E,P4HA1,P4HA2,PAM,PAXIP1,PC,PDK3,PFKFB1,PFKP,PGAM1,PGAM2,PGK1,PGM2,PHKA2,PKP2,PLOD1,PLOD2,PMM2,POLR3K,PPFIA4,PPIA,PPP2CB,PRPS1,PSMC4,PYGB,PYGL,QSOX1,RARS,RBCK1,RPE,RRAGD,SAP30,SDC1,SDC2,SDC3,SDHC,SLC16A3,SLC25A10,SLC25A13,SLC35A3,SLC37A4,SOD1,SOX9,SPAG4,SRD5A3,STC2,STMN1,TALDO1,TFF3,TGFBI,TKTL1,TPBG,TPI1,TPST1,TSTA3,TXN,UGP2,VEGFA,VLDLR,XYLT2,ZNF292","Human"
"7",64,"Y_Y.Y_H","_tstat","within each collection","H: hallmark gene sets","HALLMARK_MTORC1_SIGNALING",0.00035650623885918,0.00176591085681995,-0.398703841222912,-1.83467471504222,0,193,"UNG,MCM4,RPA1,AURKA,DHFR,BCAT1,BUB1,MCM2,PLK1,DDIT4,CCNF,RRM2,PPIA,SORD,ENO1,TPI1,PSMA4,GMPS,ELOVL6,PFKL,CYB5B,CDC25A,GPI,NUP205,GSR,TUBG1,FADS2,ALDOA,PPA1,HPRT1,FDXR,AK4,EEF1E1,HMBS,PDAP1,ACLY,EIF2S2,IMMT,GBE1,TMEM97,RRP9,SLC9A3R1,PRDX1,PSMG1,PHGDH,NMT1,ACTR3,PSMD14,SLC37A4,WARS,M6PR,PSMB5,SHMT2,GAPDH,UCHL5,CTSC,PSAT1,PSPH,PSMD13,COPS5,ARPC5L,CCNG1,PNP,PGM1,CCT6A,DDX39A,TCEA1,GSK3B,MLLT11,STIP1,MTHFD2L,EBP",72,0.373056994818653,"ABCF2,ACACA,ACLY,ACSL3,ACTR2,ACTR3,ADD3,ADIPOR2,AK4,ALDOA,ARPC5L,ASNS,ATP2A2,ATP6V1D,AURKA,BCAT1,BHLHE40,BTG2,BUB1,CACYBP,CALR,CANX,CCNF,CCNG1,CCT6A,CD9,CDC25A,CDKN1A,CFP,COPS5,CORO1A,CTH,CTSC,CXCR4,CYB5B,CYP51A1,DAPP1,DDIT3,DDIT4,DDX39A,DHCR24,DHCR7,DHFR,EBP,EDEM1,EEF1E1,EGLN3,EIF2S2,ELOVL5,ELOVL6,ENO1,EPRS,ETF1,FADS1,FADS2,FAM129A,FDXR,FGL2,FKBP2,G6PD,GAPDH,GBE1,GCLC,GGA2,GLA,GLRX,GMPS,GOT1,GPI,GSK3B,GSR,GTF2H1,HK2,HMBS,HMGCR,HMGCS1,HPRT1,HSP90B1,HSPA4,HSPA5,HSPA9,HSPD1,HSPE1,IDH1,IDI1,IFI30,IFRD1,IMMT,INSIG1,ITGB2,LDHA,LDLR,LGMN,LTA4H,M6PR,MAP2K3,MCM2,MCM4,ME1,MLLT11,MTHFD2,MTHFD2L,NAMPT,NFIL3,NFKBIB,NFYC,NMT1,NUFIP1,NUP205,NUPR1,P4HA1,PDAP1,PDK1,PFKL,PGK1,PGM1,PHGDH,PIK3R3,PITPNB,PLK1,PLOD2,PNO1,PNP,PPA1,PPIA,PPP1R15A,PRDX1,PSAT1,PSMA3,PSMA4,PSMB5,PSMC2,PSMC4,PSMC6,PSMD12,PSMD13,PSMD14,PSME3,PSMG1,PSPH,QDPR,RAB1A,RDH11,RIT1,RPA1,RPN1,RRM2,RRP9,SCD,SDF2L1,SEC11A,SERP1,SERPINH1,SHMT2,SKAP2,SLA,SLC1A4,SLC1A5,SLC2A1,SLC2A3,SLC37A4,SLC6A6,SLC7A11,SLC7A5,SLC9A3R1,SORD,SQLE,SQSTM1,SRD5A1,SSR1,STARD4,STIP1,SYTL2,TBK1,TCEA1,TES,TFRC,TM7SF2,TMEM97,TPI1,TRIB3,TUBA4A,TUBG1,TXNRD1,UBE2D3,UCHL5,UFM1,UNG,USO1,VLDLR,WARS,XBP1,YKT6","Human"
"8",81,"Y_Y.hYP7_CAR_T","_tstat","within each collection","H: hallmark gene sets","HALLMARK_MTORC1_SIGNALING",0.000486381322957198,0.00202658884565499,-0.420984751453701,-1.98944390607411,0,193,"RPA1,MCM4,DHFR,UNG,BUB1,MCM2,AURKA,PLK1,RRM2,CYB5B,M6PR,CCNF,PPIA,GMPS,DDIT4,SLC9A3R1,TPI1,PSMA4,ELOVL6,ENO1,BCAT1,ACLY,WARS,EIF2S2,ALDOA,CTSC,IMMT,NMT1,GPI,SORD,CDC25A,ACTR3,DHCR24,FDXR,NUP205,PSAT1,TUBG1,HPRT1,PSMG1,GSR,EPRS,EEF1E1,UCHL5,PPA1,PDAP1,GSK3B,PSMD14,CCNG1,SHMT2,SLC37A4,GBE1,COPS5,RRP9,PFKL,TCEA1,HMBS,PHGDH,CCT6A,FADS2,ADD3,TMEM97,STIP1,PGM1,AK4",64,0.33160621761658,"ABCF2,ACACA,ACLY,ACSL3,ACTR2,ACTR3,ADD3,ADIPOR2,AK4,ALDOA,ARPC5L,ASNS,ATP2A2,ATP6V1D,AURKA,BCAT1,BHLHE40,BTG2,BUB1,CACYBP,CALR,CANX,CCNF,CCNG1,CCT6A,CD9,CDC25A,CDKN1A,CFP,COPS5,CORO1A,CTH,CTSC,CXCR4,CYB5B,CYP51A1,DAPP1,DDIT3,DDIT4,DDX39A,DHCR24,DHCR7,DHFR,EBP,EDEM1,EEF1E1,EGLN3,EIF2S2,ELOVL5,ELOVL6,ENO1,EPRS,ETF1,FADS1,FADS2,FAM129A,FDXR,FGL2,FKBP2,G6PD,GAPDH,GBE1,GCLC,GGA2,GLA,GLRX,GMPS,GOT1,GPI,GSK3B,GSR,GTF2H1,HK2,HMBS,HMGCR,HMGCS1,HPRT1,HSP90B1,HSPA4,HSPA5,HSPA9,HSPD1,HSPE1,IDH1,IDI1,IFI30,IFRD1,IMMT,INSIG1,ITGB2,LDHA,LDLR,LGMN,LTA4H,M6PR,MAP2K3,MCM2,MCM4,ME1,MLLT11,MTHFD2,MTHFD2L,NAMPT,NFIL3,NFKBIB,NFYC,NMT1,NUFIP1,NUP205,NUPR1,P4HA1,PDAP1,PDK1,PFKL,PGK1,PGM1,PHGDH,PIK3R3,PITPNB,PLK1,PLOD2,PNO1,PNP,PPA1,PPIA,PPP1R15A,PRDX1,PSAT1,PSMA3,PSMA4,PSMB5,PSMC2,PSMC4,PSMC6,PSMD12,PSMD13,PSMD14,PSME3,PSMG1,PSPH,QDPR,RAB1A,RDH11,RIT1,RPA1,RPN1,RRM2,RRP9,SCD,SDF2L1,SEC11A,SERP1,SERPINH1,SHMT2,SKAP2,SLA,SLC1A4,SLC1A5,SLC2A1,SLC2A3,SLC37A4,SLC6A6,SLC7A11,SLC7A5,SLC9A3R1,SORD,SQLE,SQSTM1,SRD5A1,SSR1,STARD4,STIP1,SYTL2,TBK1,TCEA1,TES,TFRC,TM7SF2,TMEM97,TPI1,TRIB3,TUBA4A,TUBG1,TXNRD1,UBE2D3,UCHL5,UFM1,UNG,USO1,VLDLR,WARS,XBP1,YKT6","Human"
